"Player","Season","Season Age","Gen. Role","Role","DAVIES","Box Activity","Shooting","Final Ball","Dribbles and Carries","Buildup Passing","Defense","Min","Team","League","Nation","League Gender"
"Rémy Cabella","2023-2024",33,"Creator","Wide Creator",0.11,0.03,0.03,0.01,0.02,0.01,0.01,1477,"Lille","Ligue 1","FRA","M"
"Jordan Henderson","2020-2021",30,"Deep Midfielder","Playmaking Deep Midfielder",0.11,0,0.01,0.01,0.02,0.07,0,1704,"Liverpool","Premier League","ENG","M"
"Julio César Enciso","2022-2023",18,"Dribbler","Direct Dribbler",0.11,0,0.11,0.01,0.02,0,-0.01,806,"Brighton","Premier League","PAR","M"
"Dani Alves","2018-2019",35,"Midfielder","Creative Midfielder",0.11,0.01,0.01,0.06,0,0.04,-0.01,1622,"Paris S-G","Ligue 1","BRA","M"
"Lucas Martínez Quarta","2021-2022",25,"Central Def","Aggressive Central Defender",0.11,0.01,0.02,0.01,0.02,0.06,0,1431,"Fiorentina","Serie A M","ARG","M"
"Thiago Motta","2017-2018",34,"Deep Midfielder","Playmaking Deep Midfielder",0.11,0,0,0,0,0.1,0.01,1154,"Paris S-G","Ligue 1","ITA","M"
"Mark Uth","2019-2020",27,"Creator","Wide Creator",0.11,0.01,0.1,0.04,-0.01,-0.02,-0.01,1162,"Köln","Bundesliga","GER","M"
"İlkay Gündoğan","2017-2018",26,"Midfielder","Mobile Midfielder",0.11,0.02,0.04,0.01,0.03,0.04,-0.01,1517,"Manchester City","Premier League","GER","M"
"Kingsley Coman","2017-2018",21,"Dribbler","Wide Dribbler",0.11,0.03,0.01,0.04,0.06,-0.01,-0.01,1153,"Bayern Munich","Bundesliga","FRA","M"
"Arturo Vidal","2020-2021",33,"Midfielder","Creative Midfielder",0.11,0.02,0.04,0.01,0,0.04,0.01,1138,"Inter","Serie A M","CHI","M"
"Rayan Cherki","2020-2021",16,"Dribbler","Direct Dribbler",0.11,0.01,0,0.03,0.07,0.02,-0.01,698,"Lyon","Ligue 1","FRA","M"
"Paco Alcácer","2018-2019",24,"Finisher","Progressive Forward",0.11,0.01,0.12,0.01,0,0,-0.01,1211,"Dortmund","Bundesliga","ESP","M"
"Franck Ribéry","2017-2018",34,"Dribbler","Direct Dribbler",0.11,0.02,0,0.03,0.03,0.03,-0.01,1203,"Bayern Munich","Bundesliga","FRA","M"
"Raphaël Guerreiro","2023-2024",29,"Wide Def","Aggressive Wide Defender",0.11,0.02,0.05,0.02,0.01,0.02,-0.02,1191,"Bayern Munich","Bundesliga","POR","M"
"Alejandro Garnacho","2022-2023",18,"Dribbler","Direct Dribbler",0.11,0.05,0.1,0.01,0,-0.02,-0.01,569,"Manchester Utd","Premier League","ARG","M"
"Pierre-Emerick Aubameyang","2021-2022",32,"Finisher","Mobile Forward",0.11,0.02,0.1,0,0,0,-0.01,1082,"Barcelona","La Liga","GAB","M"
"Bruno Guimarães","2021-2022",23,"Midfielder","Creative Midfielder",0.11,0,-0.01,0.03,0.01,0.08,0.01,1634,"Lyon","Ligue 1","BRA","M"
"João Cancelo","2022-2023",28,"Wide Def","Aggressive Wide Defender",0.11,0.03,0.01,0.03,0.04,0.02,0,1012,"Bayern Munich","Bundesliga","POR","M"
"Kevin Lasagna","2020-2021",27,"Finisher","Mobile Forward",0.11,0.02,0.09,0,0,0.01,0,1103,"Udinese","Serie A M","ITA","M"
"Fernandinho","2020-2021",35,"Deep Midfielder","Defensive Deep Midfielder",0.11,0.01,0.01,0.01,0.02,0.07,0,1188,"Manchester City","Premier League","BRA","M"
"Jordan Pefok","2018-2019",22,"Finisher","Target Forward",0.11,0.01,0.11,-0.01,-0.01,0.01,0,608,"Rennes","Ligue 1","USA","M"
"Diogo Jota","2022-2023",25,"Dribbler","Direct Dribbler",0.11,0.02,0.09,0,0,0.01,0.01,1131,"Liverpool","Premier League","POR","M"
"Memphis","2019-2020",25,"Dribbler","Direct Dribbler",0.11,0.02,0.09,0.01,0.01,0.01,-0.01,1018,"Lyon","Ligue 1","NED","M"
"Badredine Bouanani","2022-2023",17,"Dribbler","Wide Dribbler",0.11,0.01,0.04,0.04,0.02,-0.01,0,863,"Nice","Ligue 1","ALG","M"
"Ivan Perišić","2019-2020",30,"Dribbler","Wide Dribbler",0.11,0.06,0.04,0.03,0,-0.01,0,1206,"Bayern Munich","Bundesliga","CRO","M"
"Léo Sena","2020-2021",24,"Deep Midfielder","Playmaking Deep Midfielder",0.11,0,-0.02,0,0.06,0.1,-0.01,885,"Spezia","Serie A M","BRA","M"
"Kelechi Iheanacho","2019-2020",22,"Finisher","Progressive Forward",0.11,0.02,0.07,0.02,0,0.01,0,960,"Leicester City","Premier League","NGA","M"
"Faouzi Ghoulam","2017-2018",26,"Wide Def","Progressive Wide Defender",0.11,0.02,0.02,0.02,0.03,0.06,-0.02,985,"Napoli","Serie A M","ALG","M"
"Silas Katompa","2023-2024",24,"Finisher","Mobile Forward",0.11,0.03,0.04,0.02,0.04,-0.01,-0.01,900,"Stuttgart","Bundesliga","COD","M"
"Munir El Haddadi","2020-2021",24,"Dribbler","Direct Dribbler",0.11,0.02,0.11,0,-0.01,0,0,845,"Sevilla","La Liga","MAR","M"
"Roberto Firmino","2021-2022",29,"Dribbler","Direct Dribbler",0.11,0.03,0.09,0,-0.01,0.01,0.01,990,"Liverpool","Premier League","BRA","M"
"Stefano Sensi","2020-2021",24,"Midfielder","Creative Midfielder",0.11,0.01,0.06,0.02,0,0.03,-0.01,603,"Inter","Serie A M","ITA","M"
"Kelechi Iheanacho","2017-2018",20,"Dribbler","Direct Dribbler",0.11,0,0.11,0.03,-0.01,0.01,-0.01,830,"Leicester City","Premier League","NGA","M"
"Clément Lenglet","2021-2022",26,"Central Def","Progressive Central Defender",0.11,0,-0.01,0.01,0.03,0.1,-0.01,826,"Barcelona","La Liga","FRA","M"
"Kevin Stöger","2020-2021",26,"Midfielder","Creative Midfielder",0.11,0,0.07,0.01,0.03,0,-0.01,538,"Mainz 05","Bundesliga","AUT","M"
"Sargis Adamyan","2023-2024",30,"Finisher","Progressive Forward",0.11,0.02,0.06,0.01,0,0.01,0.01,801,"Köln","Bundesliga","ARM","M"
"Martin Harnik","2018-2019",31,"Finisher","Mobile Forward",0.11,0.02,0.1,0.01,0,-0.02,0.01,828,"Werder Bremen","Bundesliga","AUT","M"
"Alexis Sánchez","2023-2024",34,"Creator","Wide Creator",0.11,0.03,0.04,0.05,-0.01,0,-0.01,763,"Inter","Serie A M","CHI","M"
"Lebo Mothiba","2023-2024",27,"Finisher","Target Forward",0.11,0.01,0.1,-0.01,0,0,0.01,617,"Strasbourg","Ligue 1","RSA","M"
"Hernani","2017-2018",23,"Midfielder","Ball Winning Midfielder",0.11,0,0.06,0.03,0,0,0.01,544,"Saint-Étienne","Ligue 1","BRA","M"
"Luuk de Jong","2021-2022",30,"Finisher","Target Forward",0.11,0.03,0.1,-0.01,-0.01,-0.01,0.02,654,"Barcelona","La Liga","NED","M"
"Érik Lamela","2017-2018",25,"Dribbler","Direct Dribbler",0.11,0.02,0.05,0.02,0,0.01,0,843,"Tottenham","Premier League","ARG","M"
"Cyril Ngonge","2023-2024",23,"Dribbler","Wide Dribbler",0.11,0.01,0.06,0.01,0.02,0,0,315,"Napoli","Serie A M","BEL","M"
"Felix Klaus","2018-2019",25,"Dribbler","Direct Dribbler",0.11,0.02,0.07,0.04,-0.02,-0.01,0,443,"Wolfsburg","Bundesliga","GER","M"
"Thomas Henry","2023-2024",28,"Finisher","Target Forward",0.11,0,0.14,-0.01,-0.01,-0.01,0,334,"Hellas Verona","Serie A M","FRA","M"
"Joshua Brenet","2018-2019",24,"Wide Def","Aggressive Wide Defender",0.11,0.03,0.05,0.03,0.01,-0.02,0,906,"Hoffenheim","Bundesliga","NED","M"
"Adam Hložek","2023-2024",21,"Dribbler","Direct Dribbler",0.11,0.01,0.13,0.01,-0.01,0,-0.01,459,"Leverkusen","Bundesliga","CZE","M"
"Danilo Cataldi","2019-2020",24,"Deep Midfielder","Playmaking Deep Midfielder",0.11,0,0.02,0.02,0.01,0.06,0.01,592,"Lazio","Serie A M","ITA","M"
"Mario Vrančić","2019-2020",30,"Midfielder","Creative Midfielder",0.11,0,0.05,0.02,0.01,0.03,0.01,636,"Norwich City","Premier League","BIH","M"
"Sargis Adamyan","2022-2023",29,"Dribbler","Direct Dribbler",0.11,0.04,0.08,0,-0.03,0.01,0.01,644,"Köln","Bundesliga","ARM","M"
"Andrea Poli","2020-2021",30,"Deep Midfielder","Defensive Deep Midfielder",0.11,0.02,0.06,0,0,0.02,0.01,383,"Bologna","Serie A M","ITA","M"
"Matías Viña","2022-2023",24,"Wide Def","Aggressive Wide Defender",0.11,0.01,0.08,-0.01,0.01,-0.01,0.03,458,"Bournemouth","Premier League","URU","M"
"Tanguy Coulibaly","2022-2023",21,"Dribbler","Direct Dribbler",0.11,0.01,0.08,0,0.01,0,0.02,326,"Stuttgart","Bundesliga","FRA","M"
"Javier Hernández","2019-2020",31,"Finisher","Mobile Forward",0.11,0.02,0.1,-0.01,0,0,0.01,448,"Sevilla","La Liga","MEX","M"
"Jan Paul van Hecke","2022-2023",22,"Central Def","Aggressive Central Defender",0.11,-0.01,0.04,0,0.01,0.08,0.01,295,"Brighton","Premier League","NED","M"
"Gianluca Lapadula","2018-2019",28,"Finisher","Target Forward",0.11,0.03,0.1,-0.01,0,-0.01,-0.01,404,"Genoa","Serie A M","PER","M"
"James Rodríguez","2019-2020",28,"Creator","Wide Creator",0.11,-0.01,0.03,0.05,-0.01,0.04,0.03,419,"Real Madrid","La Liga","COL","M"
"Harry Kane","2022-2023",29,"Finisher","Progressive Forward",0.1,0,0.06,0.01,0,0.04,-0.01,3405,"Tottenham","Premier League","ENG","M"
"Dries Mertens","2017-2018",30,"Finisher","Mobile Forward",0.1,0.02,0.05,0.02,0.01,0,0,3002,"Napoli","Serie A M","BEL","M"
"Jadon Sancho","2019-2020",19,"Dribbler","Direct Dribbler",0.1,0.01,0.02,0.05,0.02,0.01,-0.01,2287,"Dortmund","Bundesliga","ENG","M"
"Marcus Rashford","2022-2023",24,"Finisher","Progressive Forward",0.1,0.01,0.07,0,0.01,0.01,-0.01,2879,"Manchester Utd","Premier League","ENG","M"
"Vinicius Júnior","2022-2023",22,"Dribbler","Direct Dribbler",0.1,0.05,0.03,0.04,0.02,-0.01,-0.01,2823,"Real Madrid","La Liga","BRA","M"
"Rodrigo De Paul","2018-2019",24,"Creator","Central Creator",0.1,-0.01,0.01,0.02,0.03,0.04,0,3189,"Udinese","Serie A M","ARG","M"
"Christian Eriksen","2017-2018",25,"Creator","Central Creator",0.1,0,0.04,0.03,-0.01,0.06,0,3218,"Tottenham","Premier League","DEN","M"
"Andrej Kramarić","2021-2022",30,"Dribbler","Direct Dribbler",0.1,0.02,0.07,0.01,0,0.01,-0.01,2707,"Hoffenheim","Bundesliga","CRO","M"
"Anthony Modeste","2021-2022",33,"Finisher","Target Forward",0.1,0.01,0.1,-0.01,-0.01,0,0,2606,"Köln","Bundesliga","FRA","M"
"Virgil van Dijk","2023-2024",32,"Central Def","Progressive Central Defender",0.1,0.01,0.02,0,0,0.08,0,3177,"Liverpool","Premier League","NED","M"
"Thomas Müller","2021-2022",31,"Finisher","Progressive Forward",0.1,0.01,0,0.07,0,0.01,0,2558,"Bayern Munich","Bundesliga","GER","M"
"Pascal Groß","2023-2024",32,"Midfielder","Creative Midfielder",0.1,0,0.02,0.03,0.01,0.05,-0.01,3114,"Brighton","Premier League","GER","M"
"Julian Brandt","2018-2019",22,"Creator","Wide Creator",0.1,0.02,0.04,0.04,0.01,0.01,-0.01,2666,"Leverkusen","Bundesliga","GER","M"
"Iñaki Williams","2021-2022",27,"Finisher","Mobile Forward",0.1,0.03,0.06,0.02,0.01,-0.01,-0.01,2777,"Athletic Club","La Liga","GHA","M"
"Marcelo Brozović","2021-2022",28,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0.01,0.01,0.01,0.08,0,2937,"Inter","Serie A M","CRO","M"
"Ciro Immobile","2020-2021",30,"Finisher","Mobile Forward",0.1,0.03,0.05,0.01,0.01,0,0,2849,"Lazio","Serie A M","ITA","M"
"Trent Alexander-Arnold","2022-2023",23,"Wide Def","Progressive Wide Defender",0.1,0,0.01,0.06,0,0.07,-0.02,2923,"Liverpool","Premier League","ENG","M"
"Martin Ødegaard","2022-2023",23,"Creator","Central Creator",0.1,0.01,0.06,0.02,0,0.02,-0.02,3127,"Arsenal","Premier League","NOR","M"
"Ciro Immobile","2021-2022",31,"Finisher","Mobile Forward",0.1,0.02,0.08,0,0,-0.01,-0.01,2711,"Lazio","Serie A M","ITA","M"
"Iago Aspas","2023-2024",35,"Creator","Wide Creator",0.1,0.03,0.05,0.04,0.01,0,-0.02,2707,"Celta Vigo","La Liga","ESP","M"
"Piotr Zieliński","2019-2020",25,"Midfielder","Creative Midfielder",0.1,0,0.04,0,0.03,0.06,-0.02,2924,"Napoli","Serie A M","POL","M"
"Daniel Parejo","2020-2021",31,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0,0.03,0.01,0.08,-0.01,3112,"Villarreal","La Liga","ESP","M"
"Nabil Fekir","2021-2022",28,"Creator","Wide Creator",0.1,0.02,0.04,0.01,0.01,0.02,-0.01,2794,"Betis","La Liga","FRA","M"
"Manuel Locatelli","2020-2021",22,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0.01,0.01,0.01,0,0.07,0.02,2883,"Sassuolo","Serie A M","ITA","M"
"Nicolás Otamendi","2017-2018",29,"Central Def","Progressive Central Defender",0.1,0,0.02,0,0.03,0.08,-0.02,2967,"Manchester City","Premier League","ARG","M"
"Roberto Firmino","2020-2021",28,"Dribbler","Direct Dribbler",0.1,0.03,0.07,0.01,0,0.02,-0.01,2838,"Liverpool","Premier League","BRA","M"
"Mats Hummels","2020-2021",31,"Central Def","Progressive Central Defender",0.1,0.01,0.05,0,0,0.03,0.02,2813,"Dortmund","Bundesliga","GER","M"
"Nabil Fekir","2019-2020",26,"Dribbler","Direct Dribbler",0.1,0.01,0.03,-0.01,0.01,0.04,0,2638,"Betis","La Liga","FRA","M"
"Ivan Perišić","2021-2022",32,"Wide Def","Aggressive Wide Defender",0.1,0.04,0.04,0.03,0.02,-0.01,-0.01,2821,"Inter","Serie A M","CRO","M"
"Roberto Firmino","2019-2020",27,"Dribbler","Direct Dribbler",0.1,0.03,0.08,0,-0.01,0.01,-0.01,2988,"Liverpool","Premier League","BRA","M"
"Ayoze Pérez","2023-2024",30,"Dribbler","Direct Dribbler",0.1,0.03,0.04,0,0.01,0.01,0.01,2294,"Betis","La Liga","ESP","M"
"Achraf Hakimi","2019-2020",20,"Wide Def","Aggressive Wide Defender",0.1,0.03,0.05,0.02,0.03,-0.01,-0.02,2715,"Dortmund","Bundesliga","MAR","M"
"Teun Koopmeiners","2022-2023",24,"Midfielder","Creative Midfielder",0.1,0.01,0.03,0.03,0.01,0.03,0,2858,"Atalanta","Serie A M","NED","M"
"Thomas Müller","2018-2019",28,"Finisher","Progressive Forward",0.1,0.04,0,0.07,0.02,0,0,2378,"Bayern Munich","Bundesliga","GER","M"
"Darko Lazović","2021-2022",30,"Wide Def","Aggressive Wide Defender",0.1,0.03,0.04,0.02,0.01,0.01,-0.01,2766,"Hellas Verona","Serie A M","SRB","M"
"Marcel Sabitzer","2019-2020",25,"Creator","Wide Creator",0.1,0,0.05,0.02,0,0.03,0,2499,"RB Leipzig","Bundesliga","AUT","M"
"Pau Torres","2021-2022",24,"Central Def","Progressive Central Defender",0.1,0.01,0.03,0.01,0.03,0.05,-0.02,2855,"Villarreal","La Liga","ESP","M"
"Theo Hernández","2021-2022",23,"Wide Def","Aggressive Wide Defender",0.1,0.01,0.04,0.03,0.03,0.01,-0.01,2711,"Milan","Serie A M","FRA","M"
"Konstantinos Mavropanos","2021-2022",23,"Central Def","Aggressive Central Defender",0.1,0.01,0.03,0,0,0.03,0.03,2705,"Stuttgart","Bundesliga","GRE","M"
"Dominik Szoboszlai","2022-2023",21,"Creator","Wide Creator",0.1,0,0.04,0.04,0.01,0.02,0,2444,"RB Leipzig","Bundesliga","HUN","M"
"Victor Osimhen","2019-2020",20,"Finisher","Target Forward",0.1,0.02,0.08,0.01,0,0,0,2287,"Lille","Ligue 1","NGA","M"
"Pierre Lees-Melou","2023-2024",30,"Deep Midfielder","Defensive Deep Midfielder",0.1,0.01,0.03,0.01,0.02,0.02,0.02,2517,"Brest","Ligue 1","FRA","M"
"Tammy Abraham","2019-2020",21,"Finisher","Target Forward",0.1,0.01,0.09,0,0,0,0,2215,"Chelsea","Premier League","ENG","M"
"Arkadiusz Milik","2018-2019",24,"Finisher","Target Forward",0.1,0.01,0.09,0,0,0.01,0,2396,"Napoli","Serie A M","POL","M"
"Andrej Kramarić","2023-2024",32,"Creator","Wide Creator",0.1,0.02,0.07,0.03,0.01,0,-0.02,2199,"Hoffenheim","Bundesliga","CRO","M"
"Angelo Stiller","2023-2024",22,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0.01,0.03,0,0.07,-0.02,2694,"Stuttgart","Bundesliga","GER","M"
"Gerard Moreno","2023-2024",31,"Creator","Central Creator",0.1,0.03,0.06,0.01,0,0.01,-0.01,2215,"Villarreal","La Liga","ESP","M"
"Jordi Alba","2021-2022",32,"Wide Def","Progressive Wide Defender",0.1,0.02,0.01,0.02,-0.01,0.07,-0.01,2644,"Barcelona","La Liga","ESP","M"
"Kaoru Mitoma","2022-2023",25,"Dribbler","Direct Dribbler",0.1,0.03,0.03,0.02,0.03,0,0,2318,"Brighton","Premier League","JPN","M"
"Memphis","2017-2018",23,"Creator","Wide Creator",0.1,0.02,0.1,0.01,0.01,-0.01,-0.02,2555,"Lyon","Ligue 1","NED","M"
"Luka Modrić","2020-2021",34,"Midfielder","Creative Midfielder",0.1,0.01,0.02,0.02,0.01,0.05,-0.01,2733,"Real Madrid","La Liga","CRO","M"
"Willi Orban","2020-2021",27,"Central Def","Progressive Central Defender",0.1,0.01,0.04,0.01,0.01,0.04,0,2363,"RB Leipzig","Bundesliga","HUN","M"
"Angeliño","2020-2021",23,"Wide Def","Aggressive Wide Defender",0.1,0.03,0.06,0.04,0,0,-0.01,2161,"RB Leipzig","Bundesliga","ESP","M"
"Thomas Partey","2022-2023",29,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0.01,0.02,0.01,0.01,0.07,0,2483,"Arsenal","Premier League","GHA","M"
"Jonas Hofmann","2021-2022",29,"Creator","Wide Creator",0.1,0.02,0.07,0.03,0,0,0,2078,"M'Gladbach","Bundesliga","GER","M"
"Ibrahim Sangaré","2018-2019",20,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0.01,0.02,0,0.01,0.03,0.01,2467,"Toulouse","Ligue 1","CIV","M"
"Hamed Junior Traorè","2018-2019",18,"Creator","Two Way Creator",0.1,0.01,0.01,0.01,0.02,0.03,0.01,2259,"Empoli","Serie A M","CIV","M"
"Hakan Çalhanoğlu","2023-2024",29,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0.03,0.03,0,0.05,-0.01,2556,"Inter","Serie A M","TUR","M"
"Pablo Sarabia","2017-2018",25,"Creator","Wide Creator",0.1,0.03,0.06,0.01,0,-0.01,0.01,2395,"Sevilla","La Liga","ESP","M"
"Hamed Junior Traorè","2021-2022",21,"Dribbler","Direct Dribbler",0.1,0.01,0.03,0,0.02,0.03,0.01,1775,"Sassuolo","Serie A M","CIV","M"
"Clément Lenglet","2020-2021",25,"Central Def","Aggressive Central Defender",0.1,0,0.01,0,0.01,0.09,-0.01,2475,"Barcelona","La Liga","FRA","M"
"Luis Alberto","2018-2019",25,"Creator","Central Creator",0.1,0,0.02,0.02,0.01,0.04,0,1990,"Lazio","Serie A M","ESP","M"
"Toni Kroos","2018-2019",28,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0.01,0.03,0.01,0.08,-0.02,2221,"Real Madrid","La Liga","GER","M"
"Brahim Díaz","2022-2023",22,"Creator","Central Creator",0.1,0,0.04,0.02,0.01,0.02,-0.01,1925,"Milan","Serie A M","ESP","M"
"Raphaël Guerreiro","2019-2020",25,"Wide Def","Progressive Wide Defender",0.1,0.01,0.05,0,0.01,0.03,-0.02,2335,"Dortmund","Bundesliga","POR","M"
"Domenico Berardi","2022-2023",27,"Creator","Wide Creator",0.1,0.03,0.04,0.04,0,-0.02,0,1866,"Sassuolo","Serie A M","ITA","M"
"Mario Pašalić","2021-2022",26,"Creator","Two Way Creator",0.1,0.03,0.08,0.01,-0.01,0,0,2002,"Atalanta","Serie A M","CRO","M"
"Benjamin Pavard","2021-2022",25,"Wide Def","Deep Wide Defender",0.1,0,0,0,0,0.11,0,2076,"Bayern Munich","Bundesliga","FRA","M"
"Edmond Tapsoba","2023-2024",24,"Central Def","Progressive Central Defender",0.1,0,0,0.01,0.02,0.1,-0.02,2087,"Leverkusen","Bundesliga","BFA","M"
"Luka Modrić","2021-2022",35,"Midfielder","Creative Midfielder",0.1,0.01,-0.01,0.03,0.02,0.07,-0.02,2032,"Real Madrid","La Liga","CRO","M"
"Dani Alves","2017-2018",34,"Wide Def","Progressive Wide Defender",0.1,0.02,0.02,0.04,0.01,0.04,-0.01,2063,"Paris S-G","Ligue 1","BRA","M"
"Lazar Samardzic","2022-2023",20,"Midfielder","Creative Midfielder",0.1,0.01,0.04,0.01,0,0.03,-0.01,1848,"Udinese","Serie A M","SRB","M"
"Paulo Dybala","2017-2018",23,"Creator","Wide Creator",0.1,0.02,0.1,0.01,0.01,-0.01,-0.02,2353,"Juventus","Serie A M","ARG","M"
"Ruslan Malinovskyi","2020-2021",27,"Creator","Wide Creator",0.1,0.01,0.04,0.04,0.01,0.02,-0.01,1876,"Atalanta","Serie A M","UKR","M"
"Giovani Lo Celso","2017-2018",21,"Midfielder","Ball Winning Midfielder",0.1,0,0.04,0.01,0.03,0,0.02,1776,"Paris S-G","Ligue 1","ARG","M"
"João Cancelo","2018-2019",24,"Wide Def","Aggressive Wide Defender",0.1,0.01,0.02,0.02,0.04,0.01,0,1968,"Juventus","Serie A M","POR","M"
"Matías Vecino","2018-2019",26,"Midfielder","Ball Winning Midfielder",0.1,0.02,0.06,0,0.01,0.01,0,2015,"Inter","Serie A M","URU","M"
"Ronald Araújo","2023-2024",24,"Central Def","Progressive Central Defender",0.1,0.01,0.03,0.01,0.01,0.05,-0.01,1997,"Barcelona","La Liga","URU","M"
"Matías Vecino","2017-2018",25,"Midfielder","Mobile Midfielder",0.1,0.01,0.03,0.02,0.01,0.05,0,2137,"Inter","Serie A M","URU","M"
"Thomas Müller","2023-2024",33,"Finisher","Progressive Forward",0.1,0.02,-0.02,0.07,0.01,0.01,0,1654,"Bayern Munich","Bundesliga","GER","M"
"Gianluca Scamacca","2023-2024",24,"Finisher","Progressive Forward",0.1,0.02,0.06,0.01,-0.01,0.01,0,1453,"Atalanta","Serie A M","ITA","M"
"Andrés Iniesta","2017-2018",33,"Midfielder","Creative Midfielder",0.1,0.01,-0.01,0.03,0.03,0.07,-0.01,1824,"Barcelona","La Liga","ESP","M"
"William Carvalho","2021-2022",29,"Midfielder","Creative Midfielder",0.1,0.01,0.04,0,0.01,0.04,0.01,1805,"Betis","La Liga","POR","M"
"Mats Hummels","2022-2023",33,"Central Def","Progressive Central Defender",0.1,0.01,0.02,0.01,0.01,0.05,0.01,2018,"Dortmund","Bundesliga","GER","M"
"Riccardo Gagliolo","2020-2021",30,"Wide Def","Progressive Wide Defender",0.1,0,0.02,0,0,0.07,0.01,1956,"Parma","Serie A M","SWE","M"
"Thiago Silva","2020-2021",35,"Central Def","Progressive Central Defender",0.1,0,0.01,0,0.01,0.09,0,1935,"Chelsea","Premier League","BRA","M"
"Lucas Vázquez","2017-2018",26,"Dribbler","Wide Dribbler",0.1,0.03,0.02,0.04,0,0,0.01,1679,"Real Madrid","La Liga","ESP","M"
"Gonçalo Ramos","2023-2024",22,"Finisher","Target Forward",0.1,0.01,0.08,0.01,-0.01,-0.01,0.01,1419,"Paris S-G","Ligue 1","POR","M"
"Marko Grujić","2018-2019",22,"Midfielder","Mobile Midfielder",0.1,0.01,0.07,0,0.01,0.01,0.02,1780,"Hertha BSC","Bundesliga","SRB","M"
"Juan Miranda","2022-2023",22,"Wide Def","Progressive Wide Defender",0.1,0.01,0.05,0.02,0,0.04,0.02,1472,"Betis","La Liga","ESP","M"
"Willian","2017-2018",28,"Dribbler","Wide Dribbler",0.1,0.02,0.03,0.02,0.03,0.01,-0.01,1890,"Chelsea","Premier League","BRA","M"
"Martin Terrier","2022-2023",25,"Finisher","Progressive Forward",0.1,0.01,0.04,0.02,0.01,0.01,0.01,1319,"Rennes","Ligue 1","FRA","M"
"Dani Olmo","2023-2024",25,"Creator","Wide Creator",0.1,0.01,0.04,0.03,0.01,0.02,0,1449,"RB Leipzig","Bundesliga","ESP","M"
"Luka Modrić","2022-2023",36,"Midfielder","Creative Midfielder",0.1,0.01,0.03,0.03,0.01,0.06,-0.02,1744,"Real Madrid","La Liga","CRO","M"
"Ansu Fati","2022-2023",19,"Dribbler","Direct Dribbler",0.1,0.04,0.1,-0.01,0,0,-0.02,1393,"Barcelona","La Liga","ESP","M"
"Kerem Demirbay","2019-2020",26,"Midfielder","Creative Midfielder",0.1,0,0.04,0.03,0.01,0.03,-0.01,1573,"Leverkusen","Bundesliga","GER","M"
"Arturo Vidal","2019-2020",32,"Midfielder","Ball Winning Midfielder",0.1,0.03,0.07,0.01,-0.01,-0.02,0.01,1671,"Barcelona","La Liga","CHI","M"
"Maghnes Akliouche","2023-2024",21,"Creator","Wide Creator",0.1,0.02,0.06,0.01,0,0,0,1613,"Monaco","Ligue 1","FRA","M"
"Exequiel Palacios","2023-2024",24,"Deep Midfielder","Defensive Deep Midfielder",0.1,0,0.02,0.03,0,0.06,0,1831,"Leverkusen","Bundesliga","ARG","M"
"Bruno Guimarães","2020-2021",22,"Midfielder","Creative Midfielder",0.1,0,0.01,0.01,0.01,0.06,0,1754,"Lyon","Ligue 1","BRA","M"
"James Milner","2018-2019",32,"Midfielder","Creative Midfielder",0.1,0.01,0,0.05,0.01,0.04,0,1789,"Liverpool","Premier League","ENG","M"
"Rubén Rochina","2018-2019",27,"Midfielder","Creative Midfielder",0.1,0,0.03,0.04,0.02,0.01,0,1800,"Levante","La Liga","ESP","M"
"Ibrahima Niane","2017-2018",18,"Dribbler","Direct Dribbler",0.1,0.01,0.12,0,-0.01,0.01,0,849,"Metz","Ligue 1","SEN","M"
"Idrissa Gana Gueye","2020-2021",30,"Deep Midfielder","Playmaking Deep Midfielder",0.1,0,0.01,0.01,0.02,0.08,0,1581,"Paris S-G","Ligue 1","SEN","M"
"Sébastien Haller","2022-2023",28,"Finisher","Target Forward",0.1,0,0.08,0,0,0,0,1225,"Dortmund","Bundesliga","CIV","M"
"Dango Ouattara","2023-2024",21,"Wide Def","Aggressive Wide Defender",0.1,0.04,0.06,0,0.01,-0.02,0.01,1229,"Bournemouth","Premier League","BFA","M"
